"SUID","BEND_MAP_ID","cluster2_Adj_cyto.csv","EdgeBetweenness","inter","interaction","name","selected","shared interaction","shared name"
"1890","1890","0.781835384514545","1.10025063","1","interacts with","Neisseria (interacts with) Candida","false","interacts with","Neisseria (interacts with) Candida"
"1891","1891","-4.16657112267452","1.04761905","-1","interacts with","Neisseria (interacts with) Cryptococcus","false","interacts with","Neisseria (interacts with) Cryptococcus"
"1892","1892","-0.745493429695332","1.0952381","-1","interacts with","Neisseria (interacts with) Penicillium","false","interacts with","Neisseria (interacts with) Penicillium"
"1893","1893","0.7005245871658771","1.04761905","1","interacts with","Neisseria (interacts with) unidentified","false","interacts with","Neisseria (interacts with) unidentified"
"1894","1894","0.5222567978736079","1.1452381","1","interacts with","Neisseria (interacts with) PIV3","false","interacts with","Neisseria (interacts with) PIV3"
"1895","1895","3.71071809180607","1.27093776","1","interacts with","Neisseria (interacts with) RV","false","interacts with","Neisseria (interacts with) RV"
"1896","1896","7.5053832687423006","1.04545455","1","interacts with","Porphyromonas (interacts with) Actinobacillus","false","interacts with","Porphyromonas (interacts with) Actinobacillus"
"1897","1897","7.68341373098279","1.05263158","1","interacts with","Porphyromonas (interacts with) Actinomyces","false","interacts with","Porphyromonas (interacts with) Actinomyces"
"1898","1898","28.457690930394698","1.04761905","1","interacts with","Porphyromonas (interacts with) Fusobacterium","false","interacts with","Porphyromonas (interacts with) Fusobacterium"
"1899","1899","8.07121728792697","1.10555556","1","interacts with","Porphyromonas (interacts with) Gemella","false","interacts with","Porphyromonas (interacts with) Gemella"
"1900","1900","2.1118603611496396","1.05263158","1","interacts with","Porphyromonas (interacts with) Granulicatella","false","interacts with","Porphyromonas (interacts with) Granulicatella"
"1901","1901","-5.43995888037977","1.0","-1","interacts with","Porphyromonas (interacts with) Haemophilus","false","interacts with","Porphyromonas (interacts with) Haemophilus"
"1902","1902","27.8124076491715","1.0","1","interacts with","Porphyromonas (interacts with) Leptotrichia","false","interacts with","Porphyromonas (interacts with) Leptotrichia"
"1903","1903","9.95813180869269","1.04761905","1","interacts with","Porphyromonas (interacts with) Neisseria","false","interacts with","Porphyromonas (interacts with) Neisseria"
"1904","1904","11.233593264525002","1.0","1","interacts with","Porphyromonas (interacts with) Prevotella","false","interacts with","Porphyromonas (interacts with) Prevotella"
"1905","1905","1.4561967513235","1.15882353","1","interacts with","Porphyromonas (interacts with) Rothia","false","interacts with","Porphyromonas (interacts with) Rothia"
"1906","1906","-0.803239848854356","1.04545455","-1","interacts with","Porphyromonas (interacts with) Streptococcus","false","interacts with","Porphyromonas (interacts with) Streptococcus"
"1907","1907","20.961162235351697","1.0","1","interacts with","Porphyromonas (interacts with) Veillonella","false","interacts with","Porphyromonas (interacts with) Veillonella"
"1908","1908","12.6239223146166","1.04761905","1","interacts with","Porphyromonas (interacts with) Klebsiella","false","interacts with","Porphyromonas (interacts with) Klebsiella"
"1909","1909","5.48024251474704","1.1031746","1","interacts with","Porphyromonas (interacts with) Moraxella","false","interacts with","Porphyromonas (interacts with) Moraxella"
"1910","1910","1.17733873036322","1.22624269","1","interacts with","Porphyromonas (interacts with) Pseudomonas","false","interacts with","Porphyromonas (interacts with) Pseudomonas"
"1911","1911","4.67200801929961","1.04761905","1","interacts with","Porphyromonas (interacts with) Aspergillus","false","interacts with","Porphyromonas (interacts with) Aspergillus"
"1912","1912","2.96457905407952","1.05263158","1","interacts with","Porphyromonas (interacts with) Candida","false","interacts with","Porphyromonas (interacts with) Candida"
"1913","1913","-2.78496118709687","1.0","-1","interacts with","Porphyromonas (interacts with) Cryptococcus","false","interacts with","Porphyromonas (interacts with) Cryptococcus"
"1914","1914","-0.346437084377416","1.04761905","-1","interacts with","Porphyromonas (interacts with) Penicillium","false","interacts with","Porphyromonas (interacts with) Penicillium"
"1915","1915","-2.51555505445607","1.0952381","-1","interacts with","Porphyromonas (interacts with) Saccharomyces","false","interacts with","Porphyromonas (interacts with) Saccharomyces"
"1916","1916","0.44961955063960707","1.0","1","interacts with","Porphyromonas (interacts with) unidentified","false","interacts with","Porphyromonas (interacts with) unidentified"
"1917","1917","-2.29279945233006","1.09761905","-1","interacts with","Porphyromonas (interacts with) PIV3","false","interacts with","Porphyromonas (interacts with) PIV3"
"1918","1918","2.17199529650236","1.22331871","1","interacts with","Porphyromonas (interacts with) RV","false","interacts with","Porphyromonas (interacts with) RV"
"1919","1919","4.041517464160201","1.04545455","1","interacts with","Prevotella (interacts with) Actinobacillus","false","interacts with","Prevotella (interacts with) Actinobacillus"
"1920","1920","23.9786822155453","1.05263158","1","interacts with","Prevotella (interacts with) Actinomyces","false","interacts with","Prevotella (interacts with) Actinomyces"
"1921","1921","35.450219594771205","1.04761905","1","interacts with","Prevotella (interacts with) Fusobacterium","false","interacts with","Prevotella (interacts with) Fusobacterium"
"1922","1922","11.6184721751598","1.10555556","1","interacts with","Prevotella (interacts with) Gemella","false","interacts with","Prevotella (interacts with) Gemella"
"1923","1923","6.393243162000821","1.05263158","1","interacts with","Prevotella (interacts with) Granulicatella","false","interacts with","Prevotella (interacts with) Granulicatella"
"1924","1924","-6.992909224249929","1.0","-1","interacts with","Prevotella (interacts with) Haemophilus","false","interacts with","Prevotella (interacts with) Haemophilus"
"1925","1925","73.1435827907625","1.0","1","interacts with","Prevotella (interacts with) Leptotrichia","false","interacts with","Prevotella (interacts with) Leptotrichia"
"1926","1926","8.12237196182663","1.04761905","1","interacts with","Prevotella (interacts with) Neisseria","false","interacts with","Prevotella (interacts with) Neisseria"
"1927","1927","11.233593264525002","1.0","1","interacts with","Prevotella (interacts with) Porphyromonas","false","interacts with","Prevotella (interacts with) Porphyromonas"
"1928","1928","3.15604514376773","1.15882353","1","interacts with","Prevotella (interacts with) Rothia","false","interacts with","Prevotella (interacts with) Rothia"
"1929","1929","-0.174237703857169","1.04545455","-1","interacts with","Prevotella (interacts with) Streptococcus","false","interacts with","Prevotella (interacts with) Streptococcus"
"1930","1930","38.4026106829062","1.0","1","interacts with","Prevotella (interacts with) Veillonella","false","interacts with","Prevotella (interacts with) Veillonella"
"1931","1931","8.79416977894623","1.04761905","1","interacts with","Prevotella (interacts with) Klebsiella","false","interacts with","Prevotella (interacts with) Klebsiella"
"1932","1932","1.8177561764575498","1.1031746","1","interacts with","Prevotella (interacts with) Moraxella","false","interacts with","Prevotella (interacts with) Moraxella"
"1933","1933","1.41052541865056","1.22624269","1","interacts with","Prevotella (interacts with) Pseudomonas","false","interacts with","Prevotella (interacts with) Pseudomonas"
"1934","1934","5.5446613563936","1.04761905","1","interacts with","Prevotella (interacts with) Aspergillus","false","interacts with","Prevotella (interacts with) Aspergillus"
"1935","1935","3.42866531341461","1.05263158","1","interacts with","Prevotella (interacts with) Candida","false","interacts with","Prevotella (interacts with) Candida"
"1936","1936","-5.336656212514121","1.0","-1","interacts with","Prevotella (interacts with) Cryptococcus","false","interacts with","Prevotella (interacts with) Cryptococcus"
"1937","1937","-3.0703031535874397","1.04761905","-1","interacts with","Prevotella (interacts with) Penicillium","false","interacts with","Prevotella (interacts with) Penicillium"
"1938","1938","2.0726833687540003","1.0952381","1","interacts with","Prevotella (interacts with) Saccharomyces","false","interacts with","Prevotella (interacts with) Saccharomyces"
"1939","1939","-2.78041119990748","1.0","-1","interacts with","Prevotella (interacts with) unidentified","false","interacts with","Prevotella (interacts with) unidentified"
"1940","1940","-1.21921388911834","1.09761905","-1","interacts with","Prevotella (interacts with) PIV3","false","interacts with","Prevotella (interacts with) PIV3"
"1941","1941","1.1485246993290301","1.22331871","1","interacts with","Prevotella (interacts with) RV","false","interacts with","Prevotella (interacts with) RV"
"1942","1942","0.661690825474511","1.14862915","1","interacts with","Rothia (interacts with) Actinobacillus","false","interacts with","Rothia (interacts with) Actinobacillus"
"1943","1943","18.081523779107897","1.15580618","1","interacts with","Rothia (interacts with) Actinomyces","false","interacts with","Rothia (interacts with) Actinomyces"
"1944","1944","1.53412137916859","1.15079365","1","interacts with","Rothia (interacts with) Fusobacterium","false","interacts with","Rothia (interacts with) Fusobacterium"
"1945","1945","4.3167487555671205","1.20873016","1","interacts with","Rothia (interacts with) Gemella","false","interacts with","Rothia (interacts with) Gemella"
"1946","1946","6.978852764893481","1.15580618","1","interacts with","Rothia (interacts with) Granulicatella","false","interacts with","Rothia (interacts with) Granulicatella"
"1947","1947","-6.39298634582858","1.1031746","-1","interacts with","Rothia (interacts with) Haemophilus","false","interacts with","Rothia (interacts with) Haemophilus"
"1948","1948","1.02195295057625","1.1031746","1","interacts with","Rothia (interacts with) Leptotrichia","false","interacts with","Rothia (interacts with) Leptotrichia"
"1949","1949","-2.11002916091417","1.15079365","-1","interacts with","Rothia (interacts with) Neisseria","false","interacts with","Rothia (interacts with) Neisseria"
"1950","1950","1.4561967513235","1.1031746","1","interacts with","Rothia (interacts with) Porphyromonas","false","interacts with","Rothia (interacts with) Porphyromonas"
"1951","1951","-8.6909021427788","1.1031746","-1","interacts with","Rothia (interacts with) Prevotella","false","interacts with","Rothia (interacts with) Prevotella"
"1952","1952","2.22763789559467","1.14862915","1","interacts with","Rothia (interacts with) Streptococcus","false","interacts with","Rothia (interacts with) Streptococcus"
"1953","1953","6.254702773689059","1.1031746","1","interacts with","Rothia (interacts with) Veillonella","false","interacts with","Rothia (interacts with) Veillonella"
"1954","1954","0.0701712742788314","1.15079365","1","interacts with","Rothia (interacts with) Klebsiella","false","interacts with","Rothia (interacts with) Klebsiella"
"1955","1955","1.37473064661667","1.0952381","1","interacts with","Rothia (interacts with) Moraxella","false","interacts with","Rothia (interacts with) Moraxella"
"1956","1956","8.795305293375929","1.04761905","1","interacts with","Rothia (interacts with) Candida","false","interacts with","Rothia (interacts with) Candida"
"1957","1957","1.1859551959286698","1.1031746","1","interacts with","Rothia (interacts with) Cryptococcus","false","interacts with","Rothia (interacts with) Cryptococcus"
"1958","1958","0.290041064260557","1.15079365","1","interacts with","Rothia (interacts with) Penicillium","false","interacts with","Rothia (interacts with) Penicillium"
"1959","1959","0.0865334822416335","1.1984127","1","interacts with","Rothia (interacts with) Saccharomyces","false","interacts with","Rothia (interacts with) Saccharomyces"
"1960","1960","2.4785592928091003","1.1031746","1","interacts with","Rothia (interacts with) unidentified","false","interacts with","Rothia (interacts with) unidentified"
"1961","1961","0.319333081793649","1.20079365","1","interacts with","Rothia (interacts with) PIV3","false","interacts with","Rothia (interacts with) PIV3"
"1962","1962","0.8465875284480501","1.20843776","1","interacts with","Rothia (interacts with) RV","false","interacts with","Rothia (interacts with) RV"
"1963","1963","-6.38516776589667","1.09808612","-1","interacts with","Streptococcus (interacts with) Actinomyces","false","interacts with","Streptococcus (interacts with) Actinomyces"
"1964","1964","-19.9932122278458","1.09307359","-1","interacts with","Streptococcus (interacts with) Fusobacterium","false","interacts with","Streptococcus (interacts with) Fusobacterium"
"1965","1965","-1.16493257500175","1.1510101","-1","interacts with","Streptococcus (interacts with) Gemella","false","interacts with","Streptococcus (interacts with) Gemella"
"1966","1966","-1.6959872064884498","1.09808612","-1","interacts with","Streptococcus (interacts with) Granulicatella","false","interacts with","Streptococcus (interacts with) Granulicatella"
"1967","1967","19.937141487103897","1.04545455","1","interacts with","Streptococcus (interacts with) Haemophilus","false","interacts with","Streptococcus (interacts with) Haemophilus"
"1968","1968","-1.65515986352355","1.04545455","-1","interacts with","Streptococcus (interacts with) Leptotrichia","false","interacts with","Streptococcus (interacts with) Leptotrichia"
"1969","1969","-3.0429089849201296","1.09307359","-1","interacts with","Streptococcus (interacts with) Neisseria","false","interacts with","Streptococcus (interacts with) Neisseria"
"1970","1970","-0.803239848854356","1.04545455","-1","interacts with","Streptococcus (interacts with) Porphyromonas","false","interacts with","Streptococcus (interacts with) Porphyromonas"
"1971","1971","-0.174237703857169","1.04545455","-1","interacts with","Streptococcus (interacts with) Prevotella","false","interacts with","Streptococcus (interacts with) Prevotella"
"1972","1972","-0.814545722908119","1.20427807","-1","interacts with","Streptococcus (interacts with) Rothia","false","interacts with","Streptococcus (interacts with) Rothia"
"1973","1973","-15.1550189558359","1.04545455","-1","interacts with","Streptococcus (interacts with) Veillonella","false","interacts with","Streptococcus (interacts with) Veillonella"
"1974","1974","-0.8529616926315821","1.09307359","-1","interacts with","Streptococcus (interacts with) Klebsiella","false","interacts with","Streptococcus (interacts with) Klebsiella"
"1975","1975","-0.8636158221991801","1.14862915","-1","interacts with","Streptococcus (interacts with) Moraxella","false","interacts with","Streptococcus (interacts with) Moraxella"
"1976","1976","-11.993259428823302","1.27169724","-1","interacts with","Streptococcus (interacts with) Pseudomonas","false","interacts with","Streptococcus (interacts with) Pseudomonas"
"1977","1977","-0.8369787105531751","1.09307359","-1","interacts with","Streptococcus (interacts with) Aspergillus","false","interacts with","Streptococcus (interacts with) Aspergillus"
"1978","1978","28.6453021971343","1.09808612","1","interacts with","Streptococcus (interacts with) Candida","false","interacts with","Streptococcus (interacts with) Candida"
"1979","1979","10.3196524296115","1.04545455","1","interacts with","Streptococcus (interacts with) Cryptococcus","false","interacts with","Streptococcus (interacts with) Cryptococcus"
"1980","1980","3.17606668348621","1.09307359","1","interacts with","Streptococcus (interacts with) Penicillium","false","interacts with","Streptococcus (interacts with) Penicillium"
"1981","1981","8.69362685584338","1.14069264","1","interacts with","Streptococcus (interacts with) Saccharomyces","false","interacts with","Streptococcus (interacts with) Saccharomyces"
"1982","1982","9.70005824986668","1.04545455","1","interacts with","Streptococcus (interacts with) unidentified","false","interacts with","Streptococcus (interacts with) unidentified"
"1983","1983","-0.75039444303462","1.14307359","-1","interacts with","Streptococcus (interacts with) PIV3","false","interacts with","Streptococcus (interacts with) PIV3"
"1984","1984","-8.97588689805552","1.26877326","-1","interacts with","Streptococcus (interacts with) RV","false","interacts with","Streptococcus (interacts with) RV"
"1985","1985","3.4294958728274","1.04545455","1","interacts with","Veillonella (interacts with) Actinobacillus","false","interacts with","Veillonella (interacts with) Actinobacillus"
"1986","1986","35.916469864613205","1.05263158","1","interacts with","Veillonella (interacts with) Actinomyces","false","interacts with","Veillonella (interacts with) Actinomyces"
"1987","1987","10.726251630024","1.04761905","1","interacts with","Veillonella (interacts with) Fusobacterium","false","interacts with","Veillonella (interacts with) Fusobacterium"
"1988","1988","8.907990674421589","1.10555556","1","interacts with","Veillonella (interacts with) Gemella","false","interacts with","Veillonella (interacts with) Gemella"
"1989","1989","7.21350889708776","1.05263158","1","interacts with","Veillonella (interacts with) Granulicatella","false","interacts with","Veillonella (interacts with) Granulicatella"
"1990","1990","2.4584480884912003","1.0","1","interacts with","Veillonella (interacts with) Haemophilus","false","interacts with","Veillonella (interacts with) Haemophilus"
"1991","1991","11.4509675716153","1.0","1","interacts with","Veillonella (interacts with) Leptotrichia","false","interacts with","Veillonella (interacts with) Leptotrichia"
"1992","1992","8.24327618173237","1.04761905","1","interacts with","Veillonella (interacts with) Neisseria","false","interacts with","Veillonella (interacts with) Neisseria"
"1993","1993","20.961162235351697","1.0","1","interacts with","Veillonella (interacts with) Porphyromonas","false","interacts with","Veillonella (interacts with) Porphyromonas"
"1994","1994","36.4183081632824","1.0","1","interacts with","Veillonella (interacts with) Prevotella","false","interacts with","Veillonella (interacts with) Prevotella"
"1995","1995","6.254702773689059","1.15882353","1","interacts with","Veillonella (interacts with) Rothia","false","interacts with","Veillonella (interacts with) Rothia"
"1996","1996","-3.01596856586281","1.04545455","-1","interacts with","Veillonella (interacts with) Streptococcus","false","interacts with","Veillonella (interacts with) Streptococcus"
"1997","1997","5.86928088109756","1.04761905","1","interacts with","Veillonella (interacts with) Klebsiella","false","interacts with","Veillonella (interacts with) Klebsiella"
"1998","1998","2.7416505412770498","1.1031746","1","interacts with","Veillonella (interacts with) Moraxella","false","interacts with","Veillonella (interacts with) Moraxella"
"1999","1999","1.47012479679638","1.22624269","1","interacts with","Veillonella (interacts with) Pseudomonas","false","interacts with","Veillonella (interacts with) Pseudomonas"
"2000","2000","5.91918744208427","1.04761905","1","interacts with","Veillonella (interacts with) Aspergillus","false","interacts with","Veillonella (interacts with) Aspergillus"
"2001","2001","3.3374483741885603","1.05263158","1","interacts with","Veillonella (interacts with) Candida","false","interacts with","Veillonella (interacts with) Candida"
"2002","2002","-7.00444958818382","1.0","-1","interacts with","Veillonella (interacts with) Cryptococcus","false","interacts with","Veillonella (interacts with) Cryptococcus"
"2003","2003","-4.0112453126190495","1.04761905","-1","interacts with","Veillonella (interacts with) Penicillium","false","interacts with","Veillonella (interacts with) Penicillium"
"2004","2004","-1.22341442067749","1.0952381","-1","interacts with","Veillonella (interacts with) Saccharomyces","false","interacts with","Veillonella (interacts with) Saccharomyces"
"2005","2005","-2.8488285581346697","1.0","-1","interacts with","Veillonella (interacts with) unidentified","false","interacts with","Veillonella (interacts with) unidentified"
"2006","2006","-0.254420847307567","1.09761905","-1","interacts with","Veillonella (interacts with) PIV3","false","interacts with","Veillonella (interacts with) PIV3"
"2007","2007","3.9772601426923706","1.22331871","1","interacts with","Veillonella (interacts with) RV","false","interacts with","Veillonella (interacts with) RV"
"2008","2008","5.90171287273168","1.09307359","1","interacts with","Klebsiella (interacts with) Actinobacillus","false","interacts with","Klebsiella (interacts with) Actinobacillus"
"2009","2009","5.31510180632468","1.10025063","1","interacts with","Klebsiella (interacts with) Actinomyces","false","interacts with","Klebsiella (interacts with) Actinomyces"
"2010","2010","9.181305492057302","1.0952381","1","interacts with","Klebsiella (interacts with) Fusobacterium","false","interacts with","Klebsiella (interacts with) Fusobacterium"
"2011","2011","5.89059241652799","1.1531746","1","interacts with","Klebsiella (interacts with) Gemella","false","interacts with","Klebsiella (interacts with) Gemella"
"2012","2012","-0.8009241288267779","1.10025063","-1","interacts with","Klebsiella (interacts with) Granulicatella","false","interacts with","Klebsiella (interacts with) Granulicatella"
"2013","2013","-3.8830262262626998","1.04761905","-1","interacts with","Klebsiella (interacts with) Haemophilus","false","interacts with","Klebsiella (interacts with) Haemophilus"
"2014","2014","6.279596856009429","1.04761905","1","interacts with","Klebsiella (interacts with) Leptotrichia","false","interacts with","Klebsiella (interacts with) Leptotrichia"
"2015","2015","2.93412038502307","1.0","1","interacts with","Klebsiella (interacts with) Neisseria","false","interacts with","Klebsiella (interacts with) Neisseria"
"2016","2016","12.6239223146166","1.04761905","1","interacts with","Klebsiella (interacts with) Porphyromonas","false","interacts with","Klebsiella (interacts with) Porphyromonas"
"2017","2017","8.79416977894623","1.04761905","1","interacts with","Klebsiella (interacts with) Prevotella","false","interacts with","Klebsiella (interacts with) Prevotella"
"2018","2018","0.0701712742788314","1.20644258","1","interacts with","Klebsiella (interacts with) Rothia","false","interacts with","Klebsiella (interacts with) Rothia"
"2019","2019","-0.8529616926315821","1.09307359","-1","interacts with","Klebsiella (interacts with) Streptococcus","false","interacts with","Klebsiella (interacts with) Streptococcus"
"2020","2020","5.86928088109756","1.04761905","1","interacts with","Klebsiella (interacts with) Veillonella","false","interacts with","Klebsiella (interacts with) Veillonella"
"2021","2021","-1.08001116643703","1.15079365","-1","interacts with","Klebsiella (interacts with) Moraxella","false","interacts with","Klebsiella (interacts with) Moraxella"
"2022","2022","0.708793444194577","1.27386174","1","interacts with","Klebsiella (interacts with) Pseudomonas","false","interacts with","Klebsiella (interacts with) Pseudomonas"
"2023","2023","2.66263795675935","1.0952381","1","interacts with","Klebsiella (interacts with) Aspergillus","false","interacts with","Klebsiella (interacts with) Aspergillus"
"2024","2024","1.14800215465094","1.10025063","1","interacts with","Klebsiella (interacts with) Candida","false","interacts with","Klebsiella (interacts with) Candida"
"2025","2025","-3.7589214235252704","1.04761905","-1","interacts with","Klebsiella (interacts with) Cryptococcus","false","interacts with","Klebsiella (interacts with) Cryptococcus"
"2026","2026","-3.43961982162799","1.0952381","-1","interacts with","Klebsiella (interacts with) Penicillium","false","interacts with","Klebsiella (interacts with) Penicillium"
"2027","2027","-0.43478974939558","1.04761905","-1","interacts with","Klebsiella (interacts with) unidentified","false","interacts with","Klebsiella (interacts with) unidentified"
"2028","2028","1.10520549824881","1.1452381","1","interacts with","Klebsiella (interacts with) PIV3","false","interacts with","Klebsiella (interacts with) PIV3"
"2029","2029","-0.6888761569239311","1.27093776","-1","interacts with","Klebsiella (interacts with) RV","false","interacts with","Klebsiella (interacts with) RV"
"2030","2030","0.0291272438539618","1.14862915","1","interacts with","Moraxella (interacts with) Actinobacillus","false","interacts with","Moraxella (interacts with) Actinobacillus"
"2031","2031","1.68143909353147","1.15580618","1","interacts with","Moraxella (interacts with) Actinomyces","false","interacts with","Moraxella (interacts with) Actinomyces"
"2032","2032","1.5971734650334701","1.15079365","1","interacts with","Moraxella (interacts with) Fusobacterium","false","interacts with","Moraxella (interacts with) Fusobacterium"
"2033","2033","3.0374508093976402","1.20873016","1","interacts with","Moraxella (interacts with) Gemella","false","interacts with","Moraxella (interacts with) Gemella"
"2034","2034","3.9143900262149702","1.15580618","1","interacts with","Moraxella (interacts with) Granulicatella","false","interacts with","Moraxella (interacts with) Granulicatella"
"2035","2035","-1.8589610023093501","1.1031746","-1","interacts with","Moraxella (interacts with) Haemophilus","false","interacts with","Moraxella (interacts with) Haemophilus"
"2036","2036","1.1113321984125701","1.1031746","1","interacts with","Moraxella (interacts with) Leptotrichia","false","interacts with","Moraxella (interacts with) Leptotrichia"
"2037","2037","0.692244355956413","1.15079365","1","interacts with","Moraxella (interacts with) Neisseria","false","interacts with","Moraxella (interacts with) Neisseria"
"2038","2038","5.48024251474704","1.1031746","1","interacts with","Moraxella (interacts with) Porphyromonas","false","interacts with","Moraxella (interacts with) Porphyromonas"
"2039","2039","1.8177561764575498","1.1031746","1","interacts with","Moraxella (interacts with) Prevotella","false","interacts with","Moraxella (interacts with) Prevotella"
"2040","2040","1.37473064661667","1.14761905","1","interacts with","Moraxella (interacts with) Rothia","false","interacts with","Moraxella (interacts with) Rothia"
"2041","2041","-0.8636158221991801","1.14862915","-1","interacts with","Moraxella (interacts with) Streptococcus","false","interacts with","Moraxella (interacts with) Streptococcus"
"2042","2042","2.7416505412770498","1.1031746","1","interacts with","Moraxella (interacts with) Veillonella","false","interacts with","Moraxella (interacts with) Veillonella"
"2043","2043","-1.08001116643703","1.15079365","-1","interacts with","Moraxella (interacts with) Klebsiella","false","interacts with","Moraxella (interacts with) Klebsiella"
"2044","2044","2.79807748635907","1.15079365","1","interacts with","Moraxella (interacts with) Aspergillus","false","interacts with","Moraxella (interacts with) Aspergillus"
"2045","2045","1.0880002284807901","1.04761905","1","interacts with","Moraxella (interacts with) Candida","false","interacts with","Moraxella (interacts with) Candida"
"2046","2046","-1.27633825876619","1.1031746","-1","interacts with","Moraxella (interacts with) Cryptococcus","false","interacts with","Moraxella (interacts with) Cryptococcus"
"2047","2047","-0.695014683992264","1.1984127","-1","interacts with","Moraxella (interacts with) Saccharomyces","false","interacts with","Moraxella (interacts with) Saccharomyces"
"2048","2048","4.94960331165371","1.1031746","1","interacts with","Moraxella (interacts with) unidentified","false","interacts with","Moraxella (interacts with) unidentified"
"2049","2049","1.55071525409976","1.20079365","1","interacts with","Moraxella (interacts with) PIV3","false","interacts with","Moraxella (interacts with) PIV3"
"2050","2050","0.8113967348109441","1.20843776","1","interacts with","Moraxella (interacts with) RV","false","interacts with","Moraxella (interacts with) RV"
"2051","2051","2.28899779539198","1.27496521","1","interacts with","Pseudomonas (interacts with) Actinobacillus","false","interacts with","Pseudomonas (interacts with) Actinobacillus"
"2052","2052","3.70157474983754","1.16701066","1","interacts with","Pseudomonas (interacts with) Actinomyces","false","interacts with","Pseudomonas (interacts with) Actinomyces"
"2053","2053","1.28013405142828","1.27712971","1","interacts with","Pseudomonas (interacts with) Fusobacterium","false","interacts with","Pseudomonas (interacts with) Fusobacterium"
"2054","2054","1.4434903949073703","1.21701066","1","interacts with","Pseudomonas (interacts with) Gemella","false","interacts with","Pseudomonas (interacts with) Gemella"
"2055","2055","5.29019726218075","1.16701066","1","interacts with","Pseudomonas (interacts with) Granulicatella","false","interacts with","Pseudomonas (interacts with) Granulicatella"
"2056","2056","4.50498798885138","1.22951066","1","interacts with","Pseudomonas (interacts with) Haemophilus","false","interacts with","Pseudomonas (interacts with) Haemophilus"
"2057","2057","2.50222051217877","1.22951066","1","interacts with","Pseudomonas (interacts with) Leptotrichia","false","interacts with","Pseudomonas (interacts with) Leptotrichia"
"2058","2058","5.285983000907519","1.27712971","1","interacts with","Pseudomonas (interacts with) Neisseria","false","interacts with","Pseudomonas (interacts with) Neisseria"
"2059","2059","1.17733873036322","1.22951066","1","interacts with","Pseudomonas (interacts with) Porphyromonas","false","interacts with","Pseudomonas (interacts with) Porphyromonas"
"2060","2060","1.41052541865056","1.22951066","1","interacts with","Pseudomonas (interacts with) Prevotella","false","interacts with","Pseudomonas (interacts with) Prevotella"
"2061","2061","-2.20073092698049","1.27496521","-1","interacts with","Pseudomonas (interacts with) Streptococcus","false","interacts with","Pseudomonas (interacts with) Streptococcus"
"2062","2062","1.47012479679638","1.22951066","1","interacts with","Pseudomonas (interacts with) Veillonella","false","interacts with","Pseudomonas (interacts with) Veillonella"
"2063","2063","0.708793444194577","1.27712971","1","interacts with","Pseudomonas (interacts with) Klebsiella","false","interacts with","Pseudomonas (interacts with) Klebsiella"
"2064","2064","1.0022507057547199","1.17068713","1","interacts with","Pseudomonas (interacts with) Aspergillus","false","interacts with","Pseudomonas (interacts with) Aspergillus"
