SUID,BEND_MAP_ID,cluster1_Adj_cyto.csv,inter,interaction,name,selected,shared interaction,shared name,
612,565,-1.418358189,,interacts with,RV (interacts with) PIV3,false,interacts with,RV (interacts with) PIV3,22
613,564,-0.168497427,,interacts with,RV (interacts with) Saccharomyces,false,interacts with,RV (interacts with) Saccharomyces,
614,563,2.7850046435,,interacts with,RV (interacts with) Candida,false,interacts with,RV (interacts with) Candida,
615,562,-1.0825846007,,interacts with,RV (interacts with) Aspergillus,false,interacts with,RV (interacts with) Aspergillus,
616,561,5.3831111978,,interacts with,RV (interacts with) Klebsiella,false,interacts with,RV (interacts with) Klebsiella,
617,560,0.8460573717,,interacts with,RV (interacts with) Streptococcus,false,interacts with,RV (interacts with) Streptococcus,
618,559,-1.0940135976,,interacts with,RV (interacts with) Rothia,false,interacts with,RV (interacts with) Rothia,
619,558,0.7312043765,,interacts with,RV (interacts with) Prevotella,false,interacts with,RV (interacts with) Prevotella,
620,557,-1.3447218235,,interacts with,RV (interacts with) Porphyromonas,false,interacts with,RV (interacts with) Porphyromonas,
621,556,-2.2864951664,,interacts with,RV (interacts with) Haemophilus,false,interacts with,RV (interacts with) Haemophilus,
622,555,-1.8945338373,,interacts with,RV (interacts with) Gemella,false,interacts with,RV (interacts with) Gemella,
623,554,-1.4370435263,,interacts with,RV (interacts with) Fusobacterium,false,interacts with,RV (interacts with) Fusobacterium,
624,553,1.7245125065,,interacts with,RV (interacts with) Actinomyces,false,interacts with,RV (interacts with) Actinomyces,
625,552,10.073896637,,interacts with,RV (interacts with) Actinobacillus,false,interacts with,RV (interacts with) Actinobacillus,
626,551,-1.418358189,,interacts with,PIV3 (interacts with) RV,false,interacts with,PIV3 (interacts with) RV,
627,549,1.6917841443,,interacts with,PIV3 (interacts with) Saccharomyces,false,interacts with,PIV3 (interacts with) Saccharomyces,
628,548,-0.7499771901,,interacts with,PIV3 (interacts with) Penicillium,false,interacts with,PIV3 (interacts with) Penicillium,
629,547,-0.8685893862,,interacts with,PIV3 (interacts with) Cryptococcus,false,interacts with,PIV3 (interacts with) Cryptococcus,
630,546,21.7073181748,,interacts with,PIV3 (interacts with) Candida,false,interacts with,PIV3 (interacts with) Candida,
631,545,0.8032483477,,interacts with,PIV3 (interacts with) Aspergillus,false,interacts with,PIV3 (interacts with) Aspergillus,
632,544,3.0591597387,1,interacts with,PIV3 (interacts with) Pseudomonas,true,interacts with,PIV3 (interacts with) Pseudomonas,
633,543,11.1546451114,,interacts with,PIV3 (interacts with) Klebsiella,false,interacts with,PIV3 (interacts with) Klebsiella,
634,542,0.5713510986,,interacts with,PIV3 (interacts with) Veillonella,false,interacts with,PIV3 (interacts with) Veillonella,
635,541,8.4993297623,,interacts with,PIV3 (interacts with) Streptococcus,false,interacts with,PIV3 (interacts with) Streptococcus,
636,540,-0.3427012462,,interacts with,PIV3 (interacts with) Rothia,false,interacts with,PIV3 (interacts with) Rothia,
637,539,-1.2087709889,,interacts with,PIV3 (interacts with) Prevotella,false,interacts with,PIV3 (interacts with) Prevotella,
638,538,0.1211736721,,interacts with,PIV3 (interacts with) Porphyromonas,false,interacts with,PIV3 (interacts with) Porphyromonas,
639,537,2.3536825715,,interacts with,PIV3 (interacts with) Neisseria,false,interacts with,PIV3 (interacts with) Neisseria,
640,536,0.8069691491,,interacts with,PIV3 (interacts with) Leptotrichia,false,interacts with,PIV3 (interacts with) Leptotrichia,
641,535,4.0419362809,,interacts with,PIV3 (interacts with) Haemophilus,false,interacts with,PIV3 (interacts with) Haemophilus,
642,534,-0.2484802748,,interacts with,PIV3 (interacts with) Granulicatella,false,interacts with,PIV3 (interacts with) Granulicatella,
643,533,0.759394838,,interacts with,PIV3 (interacts with) Gemella,false,interacts with,PIV3 (interacts with) Gemella,
644,532,0.6058141204,,interacts with,PIV3 (interacts with) Fusobacterium,false,interacts with,PIV3 (interacts with) Fusobacterium,
645,531,-2.31601941,,interacts with,PIV3 (interacts with) Actinomyces,false,interacts with,PIV3 (interacts with) Actinomyces,
646,530,-0.2290407057,,interacts with,PIV3 (interacts with) Actinobacillus,false,interacts with,PIV3 (interacts with) Actinobacillus,
647,508,-0.168497427,,interacts with,Saccharomyces (interacts with) RV,false,interacts with,Saccharomyces (interacts with) RV,
648,507,1.6917841443,,interacts with,Saccharomyces (interacts with) PIV3,false,interacts with,Saccharomyces (interacts with) PIV3,
649,505,2.5911665537,,interacts with,Saccharomyces (interacts with) Penicillium,false,interacts with,Saccharomyces (interacts with) Penicillium,
650,504,1.867293708,,interacts with,Saccharomyces (interacts with) Cryptococcus,false,interacts with,Saccharomyces (interacts with) Cryptococcus,
651,503,5.3253850528,,interacts with,Saccharomyces (interacts with) Candida,false,interacts with,Saccharomyces (interacts with) Candida,
652,502,2.1909356664,,interacts with,Saccharomyces (interacts with) Aspergillus,false,interacts with,Saccharomyces (interacts with) Aspergillus,
653,501,0.3468393709,1,interacts with,Saccharomyces (interacts with) Pseudomonas,true,interacts with,Saccharomyces (interacts with) Pseudomonas,
654,500,0.1624794224,,interacts with,Saccharomyces (interacts with) Moraxella,false,interacts with,Saccharomyces (interacts with) Moraxella,
655,499,-0.499167048,,interacts with,Saccharomyces (interacts with) Klebsiella,false,interacts with,Saccharomyces (interacts with) Klebsiella,
656,498,1.6834382288,,interacts with,Saccharomyces (interacts with) Streptococcus,false,interacts with,Saccharomyces (interacts with) Streptococcus,
657,497,5.2389287998,,interacts with,Saccharomyces (interacts with) Rothia,false,interacts with,Saccharomyces (interacts with) Rothia,
658,496,1.1704724202,,interacts with,Saccharomyces (interacts with) Prevotella,false,interacts with,Saccharomyces (interacts with) Prevotella,
659,495,4.8009018137,,interacts with,Saccharomyces (interacts with) Neisseria,false,interacts with,Saccharomyces (interacts with) Neisseria,
660,494,4.3835172789,,interacts with,Saccharomyces (interacts with) Leptotrichia,false,interacts with,Saccharomyces (interacts with) Leptotrichia,
661,493,1.4735076808,,interacts with,Saccharomyces (interacts with) Granulicatella,false,interacts with,Saccharomyces (interacts with) Granulicatella,
662,492,2.8634208954,,interacts with,Saccharomyces (interacts with) Fusobacterium,false,interacts with,Saccharomyces (interacts with) Fusobacterium,
663,491,5.4773687915,,interacts with,Saccharomyces (interacts with) Actinomyces,false,interacts with,Saccharomyces (interacts with) Actinomyces,
664,490,-0.7499771901,,interacts with,Penicillium (interacts with) PIV3,false,interacts with,Penicillium (interacts with) PIV3,
665,488,2.5911665537,,interacts with,Penicillium (interacts with) Saccharomyces,false,interacts with,Penicillium (interacts with) Saccharomyces,
666,487,3.7568740774,,interacts with,Penicillium (interacts with) Cryptococcus,false,interacts with,Penicillium (interacts with) Cryptococcus,
667,486,-5.5229103449,,interacts with,Penicillium (interacts with) Candida,false,interacts with,Penicillium (interacts with) Candida,
668,485,8.4362357703,,interacts with,Penicillium (interacts with) Aspergillus,false,interacts with,Penicillium (interacts with) Aspergillus,
669,484,1.6412752439,1,interacts with,Penicillium (interacts with) Pseudomonas,true,interacts with,Penicillium (interacts with) Pseudomonas,
670,483,0.6501982535,,interacts with,Penicillium (interacts with) Streptococcus,false,interacts with,Penicillium (interacts with) Streptococcus,
671,482,1.596815195,,interacts with,Penicillium (interacts with) Rothia,false,interacts with,Penicillium (interacts with) Rothia,
672,481,-0.9993554387,,interacts with,Penicillium (interacts with) Prevotella,false,interacts with,Penicillium (interacts with) Prevotella,
673,480,-0.1828373852,,interacts with,Penicillium (interacts with) Porphyromonas,false,interacts with,Penicillium (interacts with) Porphyromonas,
674,479,0.8357718501,,interacts with,Penicillium (interacts with) Neisseria,false,interacts with,Penicillium (interacts with) Neisseria,
675,478,0.8008100242,,interacts with,Penicillium (interacts with) Leptotrichia,false,interacts with,Penicillium (interacts with) Leptotrichia,
676,477,5.16294429,,interacts with,Penicillium (interacts with) Haemophilus,false,interacts with,Penicillium (interacts with) Haemophilus,
677,476,3.1080215937,,interacts with,Penicillium (interacts with) Gemella,false,interacts with,Penicillium (interacts with) Gemella,
678,475,0.5223084849,,interacts with,Penicillium (interacts with) Fusobacterium,false,interacts with,Penicillium (interacts with) Fusobacterium,
679,474,4.3433079474,,interacts with,Penicillium (interacts with) Actinobacillus,false,interacts with,Penicillium (interacts with) Actinobacillus,
680,473,-0.8685893862,,interacts with,Cryptococcus (interacts with) PIV3,false,interacts with,Cryptococcus (interacts with) PIV3,
681,471,1.867293708,,interacts with,Cryptococcus (interacts with) Saccharomyces,false,interacts with,Cryptococcus (interacts with) Saccharomyces,
682,470,3.7568740774,,interacts with,Cryptococcus (interacts with) Penicillium,false,interacts with,Cryptococcus (interacts with) Penicillium,
683,469,-0.795466001,,interacts with,Cryptococcus (interacts with) Candida,false,interacts with,Cryptococcus (interacts with) Candida,
684,468,-0.8290742754,-1,interacts with,Cryptococcus (interacts with) Pseudomonas,true,interacts with,Cryptococcus (interacts with) Pseudomonas,
685,467,1.603148544,,interacts with,Cryptococcus (interacts with) Moraxella,false,interacts with,Cryptococcus (interacts with) Moraxella,
686,466,-1.8595349464,,interacts with,Cryptococcus (interacts with) Klebsiella,false,interacts with,Cryptococcus (interacts with) Klebsiella,
687,465,-0.902844844,,interacts with,Cryptococcus (interacts with) Veillonella,false,interacts with,Cryptococcus (interacts with) Veillonella,
688,464,0.9034708009,,interacts with,Cryptococcus (interacts with) Streptococcus,false,interacts with,Cryptococcus (interacts with) Streptococcus,
689,463,0.3960921219,,interacts with,Cryptococcus (interacts with) Rothia,false,interacts with,Cryptococcus (interacts with) Rothia,
690,462,-1.7781081905,,interacts with,Cryptococcus (interacts with) Prevotella,false,interacts with,Cryptococcus (interacts with) Prevotella,
691,461,-1.2522742324,,interacts with,Cryptococcus (interacts with) Porphyromonas,false,interacts with,Cryptococcus (interacts with) Porphyromonas,
692,460,-1.0557710889,,interacts with,Cryptococcus (interacts with) Neisseria,false,interacts with,Cryptococcus (interacts with) Neisseria,
693,459,-1.2028754406,,interacts with,Cryptococcus (interacts with) Leptotrichia,false,interacts with,Cryptococcus (interacts with) Leptotrichia,
694,458,6.6106962269,,interacts with,Cryptococcus (interacts with) Haemophilus,false,interacts with,Cryptococcus (interacts with) Haemophilus,
695,457,-1.2402525112,,interacts with,Cryptococcus (interacts with) Granulicatella,false,interacts with,Cryptococcus (interacts with) Granulicatella,
696,456,-0.6720036015,,interacts with,Cryptococcus (interacts with) Gemella,false,interacts with,Cryptococcus (interacts with) Gemella,
697,455,-1.8800608434,,interacts with,Cryptococcus (interacts with) Fusobacterium,false,interacts with,Cryptococcus (interacts with) Fusobacterium,
698,454,-0.247068478,,interacts with,Cryptococcus (interacts with) Actinomyces,false,interacts with,Cryptococcus (interacts with) Actinomyces,
699,453,-0.8392314416,,interacts with,Cryptococcus (interacts with) Actinobacillus,false,interacts with,Cryptococcus (interacts with) Actinobacillus,
700,452,0.0967371259,,interacts with,Candida (interacts with) RV,false,interacts with,Candida (interacts with) RV,
701,451,15.9522802264,,interacts with,Candida (interacts with) PIV3,false,interacts with,Candida (interacts with) PIV3,
702,449,-14.6740435951,,interacts with,Candida (interacts with) Saccharomyces,false,interacts with,Candida (interacts with) Saccharomyces,
703,448,-23.3273563915,,interacts with,Candida (interacts with) Penicillium,false,interacts with,Candida (interacts with) Penicillium,
704,447,-0.795466001,,interacts with,Candida (interacts with) Cryptococcus,false,interacts with,Candida (interacts with) Cryptococcus,
705,446,-18.6004213535,,interacts with,Candida (interacts with) Aspergillus,false,interacts with,Candida (interacts with) Aspergillus,
706,445,13.0078806526,1,interacts with,Candida (interacts with) Pseudomonas,true,interacts with,Candida (interacts with) Pseudomonas,
707,444,2.5191711838,,interacts with,Candida (interacts with) Moraxella,false,interacts with,Candida (interacts with) Moraxella,
708,443,1.6997231107,,interacts with,Candida (interacts with) Klebsiella,false,interacts with,Candida (interacts with) Klebsiella,
709,442,0.7807709562,,interacts with,Candida (interacts with) Veillonella,false,interacts with,Candida (interacts with) Veillonella,
710,441,8.1945531026,,interacts with,Candida (interacts with) Streptococcus,false,interacts with,Candida (interacts with) Streptococcus,
711,440,3.0708741569,,interacts with,Candida (interacts with) Prevotella,false,interacts with,Candida (interacts with) Prevotella,
712,439,0.2003457684,,interacts with,Candida (interacts with) Porphyromonas,false,interacts with,Candida (interacts with) Porphyromonas,
713,438,9.5174092073,,interacts with,Candida (interacts with) Neisseria,false,interacts with,Candida (interacts with) Neisseria,
714,437,-1.9953042481,,interacts with,Candida (interacts with) Leptotrichia,false,interacts with,Candida (interacts with) Leptotrichia,
715,436,10.8856040275,,interacts with,Candida (interacts with) Haemophilus,false,interacts with,Candida (interacts with) Haemophilus,
716,435,13.6547054151,,interacts with,Candida (interacts with) Granulicatella,false,interacts with,Candida (interacts with) Granulicatella,
717,434,4.9225413597,,interacts with,Candida (interacts with) Fusobacterium,false,interacts with,Candida (interacts with) Fusobacterium,
718,433,1.2796336585,,interacts with,Candida (interacts with) Actinomyces,false,interacts with,Candida (interacts with) Actinomyces,
719,432,0.1501255151,,interacts with,Candida (interacts with) Actinobacillus,false,interacts with,Candida (interacts with) Actinobacillus,
720,431,-1.0825846007,,interacts with,Aspergillus (interacts with) RV,false,interacts with,Aspergillus (interacts with) RV,
721,430,0.8032483477,,interacts with,Aspergillus (interacts with) PIV3,false,interacts with,Aspergillus (interacts with) PIV3,
722,428,2.1909356664,,interacts with,Aspergillus (interacts with) Saccharomyces,false,interacts with,Aspergillus (interacts with) Saccharomyces,
723,427,8.4362357703,,interacts with,Aspergillus (interacts with) Penicillium,false,interacts with,Aspergillus (interacts with) Penicillium,
724,426,0.7279386936,,interacts with,Aspergillus (interacts with) Candida,false,interacts with,Aspergillus (interacts with) Candida,
725,425,0.4416131747,1,interacts with,Aspergillus (interacts with) Pseudomonas,true,interacts with,Aspergillus (interacts with) Pseudomonas,
726,424,3.6567534049,,interacts with,Aspergillus (interacts with) Veillonella,false,interacts with,Aspergillus (interacts with) Veillonella,
727,423,3.5138824508,,interacts with,Aspergillus (interacts with) Streptococcus,false,interacts with,Aspergillus (interacts with) Streptococcus,
728,422,4.4085820794,,interacts with,Aspergillus (interacts with) Rothia,false,interacts with,Aspergillus (interacts with) Rothia,
729,421,9.7216586722,,interacts with,Aspergillus (interacts with) Neisseria,false,interacts with,Aspergillus (interacts with) Neisseria,
730,420,2.9387165958,,interacts with,Aspergillus (interacts with) Leptotrichia,false,interacts with,Aspergillus (interacts with) Leptotrichia,
731,419,3.2324329264,,interacts with,Aspergillus (interacts with) Haemophilus,false,interacts with,Aspergillus (interacts with) Haemophilus,
732,418,3.9235509389,,interacts with,Aspergillus (interacts with) Gemella,false,interacts with,Aspergillus (interacts with) Gemella,
733,417,2.1180221763,,interacts with,Aspergillus (interacts with) Fusobacterium,false,interacts with,Aspergillus (interacts with) Fusobacterium,
734,416,4.3251956147,,interacts with,Aspergillus (interacts with) Actinomyces,false,interacts with,Aspergillus (interacts with) Actinomyces,
735,415,3.1571079484,,interacts with,Aspergillus (interacts with) Actinobacillus,false,interacts with,Aspergillus (interacts with) Actinobacillus,
736,414,3.0591597387,1,interacts with,Pseudomonas (interacts with) PIV3,true,interacts with,Pseudomonas (interacts with) PIV3,
737,412,0.3468393709,1,interacts with,Pseudomonas (interacts with) Saccharomyces,true,interacts with,Pseudomonas (interacts with) Saccharomyces,
738,411,1.6412752439,1,interacts with,Pseudomonas (interacts with) Penicillium,true,interacts with,Pseudomonas (interacts with) Penicillium,
739,410,-0.8290742754,-1,interacts with,Pseudomonas (interacts with) Cryptococcus,true,interacts with,Pseudomonas (interacts with) Cryptococcus,
740,409,13.0078806526,1,interacts with,Pseudomonas (interacts with) Candida,true,interacts with,Pseudomonas (interacts with) Candida,
741,408,0.4416131747,1,interacts with,Pseudomonas (interacts with) Aspergillus,true,interacts with,Pseudomonas (interacts with) Aspergillus,
742,407,-1.1100796759,-1,interacts with,Pseudomonas (interacts with) Moraxella,true,interacts with,Pseudomonas (interacts with) Moraxella,
743,406,0.540747464,1,interacts with,Pseudomonas (interacts with) Klebsiella,true,interacts with,Pseudomonas (interacts with) Klebsiella,
744,405,-0.8340282634,-1,interacts with,Pseudomonas (interacts with) Veillonella,true,interacts with,Pseudomonas (interacts with) Veillonella,
745,404,9.4053675852,1,interacts with,Pseudomonas (interacts with) Streptococcus,true,interacts with,Pseudomonas (interacts with) Streptococcus,
746,403,-0.8028934369,-1,interacts with,Pseudomonas (interacts with) Rothia,true,interacts with,Pseudomonas (interacts with) Rothia,
747,402,-0.8249727969,-1,interacts with,Pseudomonas (interacts with) Prevotella,true,interacts with,Pseudomonas (interacts with) Prevotella,
748,401,-0.2834014784,-1,interacts with,Pseudomonas (interacts with) Porphyromonas,true,interacts with,Pseudomonas (interacts with) Porphyromonas,
749,400,0.7729667201,1,interacts with,Pseudomonas (interacts with) Neisseria,true,interacts with,Pseudomonas (interacts with) Neisseria,
750,399,0.1680934344,1,interacts with,Pseudomonas (interacts with) Leptotrichia,true,interacts with,Pseudomonas (interacts with) Leptotrichia,
751,398,-3.6740843986,-1,interacts with,Pseudomonas (interacts with) Haemophilus,true,interacts with,Pseudomonas (interacts with) Haemophilus,
752,397,-1.6622662609,-1,interacts with,Pseudomonas (interacts with) Granulicatella,true,interacts with,Pseudomonas (interacts with) Granulicatella,
753,396,-0.706990941,-1,interacts with,Pseudomonas (interacts with) Gemella,true,interacts with,Pseudomonas (interacts with) Gemella,
754,395,-0.8141437851,-1,interacts with,Pseudomonas (interacts with) Fusobacterium,true,interacts with,Pseudomonas (interacts with) Fusobacterium,
755,394,-0.2394497934,-1,interacts with,Pseudomonas (interacts with) Actinomyces,true,interacts with,Pseudomonas (interacts with) Actinomyces,
756,393,0.1748184753,1,interacts with,Pseudomonas (interacts with) Actinobacillus,true,interacts with,Pseudomonas (interacts with) Actinobacillus,
757,391,0.1624794224,,interacts with,Moraxella (interacts with) Saccharomyces,false,interacts with,Moraxella (interacts with) Saccharomyces,
758,390,1.603148544,,interacts with,Moraxella (interacts with) Cryptococcus,false,interacts with,Moraxella (interacts with) Cryptococcus,
759,389,2.5191711838,,interacts with,Moraxella (interacts with) Candida,false,interacts with,Moraxella (interacts with) Candida,
